qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18
633,Welsh devolution ,0.4698,2,relevancefeedback.topn10.bm25,0.5489999999999999,welsh devolution wale ireland cent he mr would labour scottish parti ,glove.topn3,0.5248,welsh devolution wales scottish decentralization decentralisation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,L tryptophan deaths ,0.7262,2,conceptnet.topn3,0.7594,l tryptophan deaths fighting war love ,wiki.topn3,0.7411,l tryptophan deaths tyrosine methionine acidiamino acids Tryptophan lifexpectancy disease herd immunity Mortality rate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,doctor assisted suicides ,0.5608,6,termluster.topn5.3.bm25,0.7081,doctor assisted suicides suicid kevorkian case kevorkian case assist ,relevancefeedback.topn10.bm25,0.6898,doctor assisted suicides he said suicid kevorkian adkin harper she pkk ,docluster.topn10.3.bm25,0.6737,doctor assisted suicides he adkin said ,tagmee.topn3,0.5901,doctor assisted suicides Physician Assisted suicide Suicide ,conceptluster.topn5.3.bm25,0.5901,doctor assisted suicides physician suicide assisted suicide ,conceptnet.topn3,0.5647,doctor assisted suicides medical power assisted the IRS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,jury duty exemptions ,0.1253,3,word2vec.topn3,0.1786,jury duty exemptions jurors obligation ,stem.trunc4,0.1663,jury duty exem ,stem.trunc5,0.1663,jury duty exemp ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,human growth hormone  HGH ,0.4223,1,sensedisambiguation,0.4347,human growth increase hormone   HGH ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,wrongful convictions ,0.0338,2,relevancefeedback.topn10.bm25,0.0523,wrongful convictions favor martin he court brown north appeal drug have ,sensedisambiguation,0.0394,wrongful convictions conviction ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,consumer on line shopping ,0.1323,5,tagmee.topn3,0.2576,consumer on line shopping Consumer Online shopping ,conceptluster.topn5.3.bm25,0.2576,consumer on line shopping online shopping consumer ,wordnet.topn3,0.245,consumer on line shopping online sponsor patronize shop at ,wiki.topn3,0.1728,consumer on line shopping return on investment business plan formal statements Consumer point of sale business to business digital marketing Online shopping ,glove.topn3,0.1405,consumer on line shopping retail internet based off line malls mall ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,maternity leave policies ,0.3221,3,docluster.topn10.3.bm25,0.4306,maternity leave policies week matern pai ,termluster.topn5.3.bm25,0.4131,maternity leave policies women week right women week right ,relevancefeedback.topn10.bm25,0.3792,maternity leave policies matern week comrad pai compani famili ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Valdez wildlife marine life ,0.2835,11,relevancefeedback.topn10.bm25,0.5062,valdez wildlife marine life said otter exxon oil tanker ,conceptluster.topn5.3.bm25,0.3609,valdez wildlife marine life exxon valdez wildlife marine biology ,termluster.topn5.3.bm25,0.3514,valdez wildlife marine life oil spill said ,wiki.topn3,0.3459,valdez wildlife marine life alyeska pipelinserviccompany exxon valdez oil spill      controversies Exxon Valdez wildlife habitat conservation birdwatching Wildlife plankton oceanography ocean current Marine biology plankton oceanography ocean current Marine biology ,glove.topn3,0.3396,valdez wildlife marine life exxon spill conservation wetlands corps lives even ,docluster.topn10.3.bm25,0.3327,valdez wildlife marine life oil said ,conceptnet.topn3.replace,0.3257,valdez wildlife suboceanic death finite ,wiki.topn3.replace,0.3235,alyeska pipelinserviccompany exxon valdez oil spill      controversies Exxon Valdez wildlife habitat conservation birdwatching Wildlife plankton oceanography ocean current Marine biology plankton oceanography ocean current Marine biology ,tagmee.topn3,0.3177,valdez wildlife marine life Exxon Valdez Wildlife Marine biology Marine biology ,conceptnet.topn3,0.2981,valdez wildlife marine life suboceanic death finite ,stem.lovins,0.29,valdez wildlif mar lif ,,,,,,,,,,,,,,,,,,,,,
642,Tiananmen Square protesters ,0.14800000000000002,8,thesaurus.topn3,0.2194,tiananmen square protesters   equal even  dissident heckler ,wordnet.topn3,0.1865,tiananmen square protesters square toes public square hearty objector dissident demonstrator ,wiki.topn3,0.1837,tiananmen square protesters student protests in china      in china socialism in china Tiananmen Square protests of ,thesaurus.topn3.replace,0.182,tiananmen  equal even  dissident heckler ,termluster.topn5.3.bm25,0.17,tiananmen square protesters china protest polic beij tiananmen china ,wordnet.topn3.replace,0.1651,tiananmen straightforward foursquare dissident dissenter demonstrator ,relevancefeedback.topn10.bm25,0.1629,tiananmen square protesters leaflet prison beij ha polic protest report student hi ,wiki.topn3.replace,0.1619,student protests in china      in china socialism in china Tiananmen Square protests of ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,salmon dams Pacific northwest ,0.1315,5,wordnet.topn3,0.1683,salmon dams pacific northwest pinkish orange Salmon River pink orange dyke decameter peaceable northwestern United States NW northwesterly ,conceptnet.topn3,0.1491,salmon dams pacific northwest food fish control rivers ocean ,sensedisambiguation,0.1427,salmon pink orange dams decameter Pacific northwest northwestern ,thesaurus.topn3,0.1392,salmon dams pacific northwest  apricot bittersweet  bank barrier  calm friendly ,relevancefeedback.topn10.bm25,0.1376,salmon dams pacific northwest power forest dam speci court net sauc industri treati ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,exotic animals import ,0.0491,1,anchor.topn3,0.0502,exotic animals import  mental  disorient lattice pref trade and export bargaine vooruzheniy  netimp ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,software piracy ,0.6276,1,docluster.topn10.3.bm25,0.6619,software piracy softwar ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,food stamps increase ,0.1748,1,termluster.topn5.3.bm25,0.1952,food stamps increase stamp depart said said food depart program counti cost ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,windmill electricity ,0.2067,7,relevancefeedback.topn10.bm25,0.5612,windmill electricity wind power i countri project energi market ,wordnet.topn3,0.5244,windmill electricity wind generator aerogenerator electrical energy ,wordnet.topn3.replace,0.5009,aerogenerator wind generator electrical energy ,termluster.topn5.3.bm25,0.4367,windmill electricity year wind ,docluster.topn10.3.bm25,0.4089,windmill electricity wind ,conceptnet.topn3,0.2181,windmill electricity shock current ,wiki.topn3,0.2079,windmill electricity post mill windmill sail smock mill Windmill electricity electric power energy Electricity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,family leave law ,0.0966,4,relevancefeedback.topn10.bm25,0.2174,family leave law famili clinton state your bill rep leav reservist court ,docluster.topn10.3.bm25,0.1443,family leave law rep bill ,tagmee.topn3,0.1384,family leave law Parental leave Law ,conceptluster.topn5.3.bm25,0.1384,family leave law law parental leave ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,computer viruses ,0.5672,18,wordnet.topn3,0.726,computer viruses reckoner computing machine electronic computer virus computer virus ,relevancefeedback.topn10.bm25,0.7184,computer viruses viru comput network softwar ,word2vec.topn3,0.7149,computer viruses software virus malware ,tagmee.topn3,0.688,computer viruses Computer virus Computer virus ,wordnet.topn3.replace,0.6789,computing machine electronic computer computer virus virus ,docluster.topn10.3.bm25,0.665,computer viruses comput viru ,conceptluster.topn5.3.bm25,0.665,computer viruses computer virus ,tagmee.topn3.replace,0.6548,Computer virus Computer virus ,sensedisambiguation.replace,0.6548,computer virus ,stem.krovetz,0.6548,computer virus ,stem.lovins,0.6548,computer virus ,stem.paicehusk,0.6548,comput virus ,stem.porter,0.6548,comput virus ,stem.porter2,0.6548,comput virus ,termluster.topn5.3.bm25,0.6519,computer viruses virus viru system viru system softwar ,word2vec.topn3.replace,0.6495,software virus malware ,glove.topn3,0.6386,computer viruses software virus infect ,sensedisambiguation,0.6036,computer viruses virus 
650,tax evasion indicted ,0.0984,3,relevancefeedback.topn10.bm25,0.2475,tax evasion indicted mr feder ftc hoff tripp i charg hunter gotti ,word2vec.topn3,0.11599999999999999,tax evasion indicted taxation evading convicted arrested acquitted ,wiki.topn3,0.1106,tax evasion indicted bank fraud arrest warrant plea bargain Tax evasion appeal felony contempt of court Indictment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,U S  ethnic population ,0.0058,7,relevancefeedback.topn10.bm25,0.2313,u s  ethnic population latino million counti serb school elderli nato ,tagmee.topn3,0.0494,u s  ethnic population Ethnic group Demographics of India ,conceptluster.topn5.3.bm25,0.0494,u s  ethnic population demographics india ethnic group ,tagmee.topn3.replace,0.0325,Ethnic group Demographics of India ,wiki.topn3,0.0189,u s  ethnic population ethnigroups cultural assimilation human migration Ethnic group dravidian languages ayodhya list of scheduled tribes in india Demographics of India ,conceptnet.topn3,0.0155,u s  ethnic population heathenish people number ,thesaurus.topn3,0.0126,u s  ethnic population  America Columbia  indigenous national  community culture ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,OIC Balkans     s ,0.2717,9,docluster.topn10.3.bm25,0.4398,oic balkans     s said bosnia ,conceptluster.topn5.3.bm25,0.3259,oic balkans     s organisation islamic cooperation ,stem.trunc4,0.295,oic balk ,stem.trunc5,0.2924,oic balka     s ,stem.lovins,0.2824,oic balkan ,stem.porter,0.2824,oic balkan ,stem.sstemmer,0.2824,oic balkan ,sensedisambiguation.replace,0.2775,OIC balkans nineties ,stem.paicehusk,0.2763,oic balk     s ,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,ETA Basque terrorism ,0.5898,6,wiki.topn3.replace,0.6552,ETA  separatist group  eta s      ceasefirdeclaration santiago brouard plaza república dominicana bombing Basque conflict ,thesaurus.topn3.replace,0.6465,eta basque  assassination bloodshed ,wiki.topn3,0.6449,eta basque terrorism ETA  separatist group  eta s      ceasefirdeclaration santiago brouard plaza república dominicana bombing Basque conflict ,stem.trunc5,0.6449,eta basqu terro ,tagmee.topn3,0.5911,eta basque terrorism ETA  separatist group  Basque conflict ,conceptluster.topn5.3.bm25,0.5911,eta basque terrorism eta separatist group basque conflict ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,same sex schools ,0.2072,4,docluster.topn10.3.bm25,0.44799999999999995,same sex schools school girl ,sensedisambiguation,0.3101,same sex schools school ,wordnet.topn3.replace,0.2263,same sex educate school day schoolhouse ,termluster.topn5.3.bm25,0.2153,same sex schools sex educ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,ADD diagnosis treatment ,0.0007,7,sensedisambiguation.replace,0.3485,attention deficit disorder diagnosis treatment ,sensedisambiguation,0.3432,ADD attention deficit disorder diagnosis treatment ,glove.topn3.replace,0.0183,adding combine diagnoses diagnostic treated treat ,glove.topn3,0.0095,add diagnosis treatment adding combine diagnoses diagnostic treated treat ,wordnet.topn3,0.0042,add diagnosis treatment tote up tot up diagnosing handling discussion ,relevancefeedback.topn10.bm25,0.0038,add diagnosis treatment iron research depress cancer hospit psychologist health cut ,word2vec.topn3,0.0014,add diagnosis treatment remove create insert diagnoses prognosis treament treatement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,lead poisoning children ,0.0572,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,school prayer banned ,0.4127,4,termluster.topn5.3.bm25,0.4939,school prayer banned prayer school ,tagmee.topn3,0.4716,school prayer banned School prayer Censorship ,conceptluster.topn5.3.bm25,0.4716,school prayer banned school prayer censorship ,stem.porter,0.4168,school prayer bann ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,teenage pregnancy ,0.0414,12,word2vec.topn3,0.2442,teenage pregnancy teen age teen preganancy ,glove.topn3,0.2273,teenage pregnancy teen pregnant ,glove.topn3.replace,0.2195,teen pregnant ,wordnet.topn3,0.1356,teenage pregnancy teen gestation maternity ,word2vec.topn3.replace,0.1175,teen age teen preganancy ,sensedisambiguation.replace,0.098,adolescent pregnancy ,wiki.topn3,0.0776,teenage pregnancy singlparent sexual identity sex work Teenage pregnancy ,sensedisambiguation,0.0614,teenage adolescent pregnancy ,wiki.topn3.replace,0.0463,singlparent sexual identity sex work Teenage pregnancy ,stem.lovins,0.0435,teen pregn ,stem.paicehusk,0.0435,teen pregn ,stem.trunc4,0.0418,teen preg ,,,,,,,,,,,,,,,,,,
659,cruise health safety ,0.3221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,whale watching California ,0.6295,2,relevancefeedback.topn10.bm25,0.6663,whale watching california call ,sensedisambiguation,0.6322,whale watching watch California ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,melanoma treatment causes ,0.5717,5,conceptnet.topn3.replace,0.624,melanoma dealing causes ,word2vec.topn3,0.6006,melanoma treatment causes cancer treament treatement ,tagmee.topn3,0.5996,melanoma treatment causes Melanoma Therapy Etiology ,conceptluster.topn5.3.bm25,0.5996,melanoma treatment causes etiology therapy melanoma ,wordnet.topn3,0.5811,melanoma treatment causes malignant melanoma handling discussion causal agent do causal agency ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,telemarketer protection ,0.5936,4,sensedisambiguation,0.6505,telemarketer protection security ,sensedisambiguation.replace,0.6359,telemarketer security ,tagmee.topn3,0.6054,telemarketer protection Telemarketing Consumer protection ,conceptluster.topn5.3.bm25,0.6054,telemarketer protection consumer protection telemarketing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Agent Orange exposure ,0.2491,1,termluster.topn5.3.bm25,0.3227,agent orange exposure orang said veteran vietnam veteran said ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,American Indian Museum ,0.4954,4,thesaurus.topn3,0.7263,american indian museum   American Indian Amerind  building foundation ,docluster.topn10.3.bm25,0.631,american indian museum collect ,relevancefeedback.topn10.bm25,0.6207,american indian museum i collect ,sensedisambiguation,0.5317,American american english Indian Museum ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,poverty Africa sub Sahara ,0.2663,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Thatcher resignation impact ,0.0085,15,sensedisambiguation.replace,0.3347,thatcher resignation shock ,sensedisambiguation,0.1677,Thatcher resignation impact shock ,tagmee.topn3.replace,0.0372,Margaret Thatcher Resignation from the British House of Commons ,tagmee.topn3,0.0278,thatcher resignation impact Margaret Thatcher Resignation from the British House of Commons ,conceptluster.topn5.3.bm25,0.0275,thatcher resignation impact margaret thatcher resignation british house commons ,glove.topn3,0.02,thatcher resignation impact margaret blair affect ,wiki.topn3,0.0192,thatcher resignation impact people educated at kesteven and grantham girls  school ladies companion of the garter john major Margaret Thatcher united kingdom general election       united kingdom general election       united kingdom general election       Resignation from the British House of Commons ,relevancefeedback.topn10.bm25,0.018000000000000002,thatcher resignation impact her how hi he major ,anchor.topn3,0.0168,thatcher resignation impact danison   thatcher   thatcher  pendulum  astroblem chicxulub ,docluster.topn10.3.bm25,0.0164,thatcher resignation impact her major ,thesaurus.topn3,0.0159,thatcher resignation impact   departure retirement  brunt shock ,anchor.topn3.replace,0.0156,danison   thatcher   thatcher  resignation pendulum  astroblem chicxulub ,thesaurus.topn3.replace,0.0153,thatcher  departure retirement  brunt shock ,wiki.topn3.replace,0.0115,people educated at kesteven and grantham girls  school ladies companion of the garter john major Margaret Thatcher united kingdom general election       united kingdom general election       united kingdom general election       Resignation from the British House of Commons ,termluster.topn5.3.bm25,0.0105,thatcher resignation impact govern minist parti thatcher prime parti ,,,,,,,,,
667,unmarried partner households ,0.3517,8,glove.topn3.replace,0.4553,unmarried partner families residing ,word2vec.topn3.replace,0.4467,unmarried partner families ,sensedisambiguation.replace,0.4467,unmarried partner family ,wordnet.topn3.replace,0.4089,unmarried partner home house ,relevancefeedback.topn10.bm25,0.3818,unmarried partner households unmarri famili estat      citi cent said divorc compani ,glove.topn3,0.3696,unmarried partner households families residing ,word2vec.topn3,0.3647,unmarried partner households families ,sensedisambiguation,0.3647,unmarried partner households family ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,poverty  disease ,0.3735,2,tagmee.topn3,0.3736,poverty disease Poverty Diseases of poverty Disease ,conceptluster.topn5.3.bm25,0.3736,poverty disease disease diseases poverty poverty ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Islamic Revolution ,0.1445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,U S  elections apathy ,0.0134,6,thesaurus.topn3,0.1234,u s  elections apathy  America Columbia  appointment ballot  indifference insensitivity ,relevancefeedback.topn10.bm25,0.065,u s  elections apathy you campaign elect angel congress district polish hi mr educ ,anchor.topn3.replace,0.0568,us  c      alphabet elections apathy ,sensedisambiguation.replace,0.0474,united states government election apathy ,thesaurus.topn3.replace,0.0441,America Columbia  appointment ballot  indifference insensitivity ,sensedisambiguation,0.0147,U S  united states government elections election apathy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Salvation Army benefits ,0.2782,3,tagmee.topn3,0.3081,salvation army benefits The Salvation Army Welfare ,conceptluster.topn5.3.bm25,0.3081,salvation army benefits salvation army welfare ,termluster.topn5.3.bm25,0.2819,salvation army benefits armi salvat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,NRA membership profile ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Soviet withdrawal Afghanistan ,0.2733,1,termluster.topn5.3.bm25,0.2832,soviet withdrawal afghanistan afghanistan withdraw govern union soviet govern soviet withdraw govern ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Greenpeace prosecuted ,0.1278,4,tagmee.topn3.replace,0.1593,Greenpeace Prosecutor ,docluster.topn10.3.bm25,0.1481,greenpeace prosecuted greenpeac ,tagmee.topn3,0.1479,greenpeace prosecuted Greenpeace Prosecutor ,wiki.topn3,0.1423,greenpeace prosecuted greenpeace anti nuclear organizations in the united states friends of thearth Greenpeace prosecutors appeal indictment Prosecutor ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Olympics training swimming ,0.2832,4,thesaurus.topn3,0.3579,olympics training swimming   coaching discipline  floating natant ,stem.porter,0.3314,olympic train swimm ,stem.trunc5,0.3314,olymp train swimm ,sensedisambiguation,0.3292,Olympics olympic games training train swimming ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,poppy cultivation ,0.2633,6,thesaurus.topn3,0.3482,poppy cultivation  drug heroin  farming gardening ,glove.topn3,0.3067,poppy cultivation opium poppy ,conceptnet.topn3,0.3067,poppy cultivation opium poppy ,glove.topn3.replace,0.2934,opium poppy ,docluster.topn10.3.bm25,0.2788,poppy cultivation poppi ,termluster.topn5.3.bm25,0.2704,poppy cultivation cultiv accord poppi accord ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Leaning Tower of Pisa ,0.9087,3,sensedisambiguation,0.9514,Leaning tend Tower tugboat of Pisa ,wordnet.topn3,0.9444,leaning tower pisa canted list propensity hulk predominate tug ,wiki.topn3,0.9329,leaning tower pisa buildings and structures completed in      visitor attractions in pisa filippo brunelleschi Leaning Tower of Pisa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,joint custody impact ,0.2097,4,wiki.topn3,0.3142,joint custody impact california child support guidelinreview noncustodial parent solcustody Joint custody ,wiki.topn3.replace,0.29100000000000004,california child support guidelinreview noncustodial parent solcustody Joint custody ,tagmee.topn3,0.218,joint custody impact Joint custody ,conceptluster.topn5.3.bm25,0.218,joint custody impact joint custody ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,opening adoption records ,0.8556,1,docluster.topn10.3.bm25,0.8734,opening adoption records adopt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,immigrants Spanish school ,0.0802,5,relevancefeedback.topn10.bm25,0.2194,immigrants spanish school student english catalan latino cathol he ,docluster.topn10.3.bm25,0.1986,immigrants spanish school student ,word2vec.topn3,0.1348,immigrants spanish school migrants english Spainish college ,glove.topn3,0.1268,immigrants spanish school migrants spain portuguese students ,termluster.topn5.3.bm25,0.1002,immigrants spanish school year student spanish educ immigr onli educ immigr onli ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,wind power location ,0.2734,5,wiki.topn3,0.6972,wind power location wind turbine wind farm renewablenergy Wind power binomial distribution quantilfunction scalparameter Location parameter ,wiki.topn3.replace,0.6865,wind turbine wind farm renewablenergy Wind power binomial distribution quantilfunction scalparameter Location parameter ,termluster.topn5.3.bm25,0.4644,wind power location power wind ,docluster.topn10.3.bm25,0.4258,wind power location energi said ,sensedisambiguation,0.4022,wind wind instrument power world power location placement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,adult immigrants English ,0.2444,1,relevancefeedback.topn10.bm25,0.3092,adult immigrants english school tutor counti educ     class i said ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Czechoslovakia breakup ,0.0356,14,stem.trunc5,0.21,czech break ,wiki.topn3.replace,0.1833,normalization  czechoslovakia  communist party of czechoslovakia praguspring Czechoslovak Socialist Republic      in czechoslovakia      in the czech republic      in slovakia Dissolution of Czechoslovakia ,wiki.topn3,0.16399999999999998,czechoslovakia breakup normalization  czechoslovakia  communist party of czechoslovakia praguspring Czechoslovak Socialist Republic      in czechoslovakia      in the czech republic      in slovakia Dissolution of Czechoslovakia ,word2vec.topn3,0.1312,czechoslovakia breakup yugoslavia sudetenland slovakia break up post breakup ,word2vec.topn3.replace,0.1228,yugoslavia sudetenland slovakia break up post breakup ,tagmee.topn3.replace,0.1205,Czechoslovak Socialist Republic Dissolution of Czechoslovakia ,tagmee.topn3,0.0999,czechoslovakia breakup Czechoslovak Socialist Republic Dissolution of Czechoslovakia ,conceptluster.topn5.3.bm25,0.0999,czechoslovakia breakup czechoslovak socialist republic dissolution czechoslovakia ,wordnet.topn3,0.0789,czechoslovakia breakup dissolution separation ,glove.topn3,0.0681,czechoslovakia breakup czechoslovak ussr break up disintegration ,sensedisambiguation,0.0649,Czechoslovakia breakup separation ,conceptnet.topn3,0.0649,czechoslovakia breakup separation ,sensedisambiguation.replace,0.0596,czechoslovakia separation ,wordnet.topn3.replace,0.0391,czechoslovakia detachment separation ,,,,,,,,,,,,
684,part time benefits ,0.0859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Oscar winner selection ,0.2775,9,termluster.topn5.3.bm25,0.4855,oscar winner selection film year academi ,sensedisambiguation,0.3947,Oscar academy award winner selection survival ,wordnet.topn3,0.3735,oscar winner selection Academy Award succeeder achiever survival pick option ,wiki.topn3,0.3607,oscar winner selection academy of motion picturarts and sciences american film institute featurlength Academy Awards academy of motion picturarts and sciences american film institute featurlength Academy Awards ,conceptluster.topn5.3.bm25,0.3477,oscar winner selection academy awards ,conceptnet.topn3,0.3284,oscar winner selection Academy Award choice ,glove.topn3,0.3178,oscar winner selection nominated winning ,tagmee.topn3,0.2947,oscar winner selection Academy Awards Academy Awards ,relevancefeedback.topn10.bm25,0.2819,oscar winner selection dga film present dress book million best ,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Argentina pegging dollar ,0.3016,3,relevancefeedback.topn10.bm25,0.37799999999999995,argentina pegging dollar farm bank export cent rate peso ,tagmee.topn3,0.3689,argentina pegging dollar Argentina Fixed exchange rate system United States dollar ,termluster.topn5.3.bm25,0.3048,argentina pegging dollar year ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Northern Ireland industry ,0.3446,2,relevancefeedback.topn10.bm25,0.4416,northern ireland industry pound project ,docluster.topn10.3.bm25,0.4416,northern ireland industry project pound ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,non U S  media bias ,0.0129,9,tagmee.topn3.replace,0.1058,Media bias ,tagmee.topn3,0.085,non u s  media bias Media bias ,conceptluster.topn5.3.bm25,0.085,non u s  media bias media bias ,wiki.topn3,0.0505,non u s  media bias godwin s law spin  public relations  susan faludi Media bias ,word2vec.topn3,0.0457,non u s  media bias press biases biased ,conceptnet.topn3,0.0337,non u s  media bias press ,wiki.topn3.replace,0.027999999999999997,godwin s law spin  public relations  susan faludi Media bias ,thesaurus.topn3,0.0208,non u s  media bias   news publishing  bigotry favoritism ,glove.topn3,0.0173,non u s  media bias non us js   press reports perceived prejudice ,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,family planning aid ,0.066,4,wiki.topn3,0.2078,family planning aid united nations population fund reproductivhealth family planning Family planning development assistanccommittee cash transfers aid agency Aid ,wiki.topn3.replace,0.2032,united nations population fund reproductivhealth family planning Family planning development assistanccommittee cash transfers aid agency Aid ,thesaurus.topn3,0.1234,family planning aid  birth prevention contraception  assistance benefit ,word2vec.topn3,0.0674,family planning aid population control birth control reproductive health assistance assist ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,college education advantage ,0.0035,10,wordnet.topn3.replace,0.0392,college Department of Education Education Department vantage reward ,wordnet.topn3,0.0272,college education advantage instruction training reward vantage ,conceptnet.topn3,0.0221,college education advantage degree school further your career seeing art ,wiki.topn3.replace,0.0114,university college education Higher education knowledge sharing philosophy of education education Education ,wiki.topn3,0.0106,college education advantage university college education Higher education knowledge sharing philosophy of education education Education ,tagmee.topn3,0.0093,college education advantage Higher education Education ,conceptluster.topn5.3.bm25,0.0093,college education advantage education higher education ,stem.lovins,0.0073,colleg educ advant ,glove.topn3,0.0063,college education advantage graduate school teaching giving ,stem.paicehusk,0.0057,colleg educ adv ,,,,,,,,,,,,,,,,,,,,,,,,
691,clear cutting forests ,0.2914,1,termluster.topn5.3.bm25,0.3406,clear cutting forests forestri cut clear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,prostate cancer detection treatment ,0.3846,3,relevancefeedback.topn10.bm25,0.4817,prostate cancer detection treatment block prostat zoladex hospit beam ,tagmee.topn3,0.4381,prostate cancer detection treatment Prostate cancer Therapy ,conceptluster.topn5.3.bm25,0.4381,prostate cancer detection treatment therapy prostate cancer ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
