qid,abstractqueryexpansion,abstractqueryexpansion.bm25.rm3.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20
618,Ayatollah Khomeini death ,0.1692,12,word2vec.topn3,0.4643,ayatollah khomeini death marja Khomeni khamenei Khomenei dying ,word2vec.topn3.replace,0.451,marja Khomeni khamenei Khomenei dying ,conceptnet.topn3,0.3695,ayatollah khomeini death religious leader Ayatollah Ruholla Khomeini khomeinist killing life a war ,wordnet.topn3.replace,0.3611,ayatollah Ayatollah Ruholla Khomeini Ayatollah Khomeini decease demise ,sensedisambiguation.replace,0.3511,ayatollah khomeini end ,glove.topn3.replace,0.3341,khamenei khomeini ruhollah ayatollah died dead ,glove.topn3,0.3335,ayatollah khomeini death khamenei khomeini ruhollah ayatollah died dead ,conceptnet.topn3.replace,0.3295,religious leader Ayatollah Ruholla Khomeini khomeinist killing life a war ,thesaurus.topn3.replace,0.3231,ayatollah khomeini  afterlife annihilation ,sensedisambiguation,0.2145,Ayatollah Khomeini death end ,wordnet.topn3,0.1891,ayatollah khomeini death Ayatollah Ruholla Khomeini Ayatollah Khomeini decease dying ,anchor.topn3,0.1828,ayatollah khomeini death khooyi ayahtolla abd os samad ghods e iran khoemini khomeini  al jamadi phonphanit qorayshi ,,,,,,,,,,,,,,,,,,,,,,,,
619,Winnie Mandela scandal ,0.6068,1,docluster.topn10.3.bm25.rm3,0.6209,winnie mandela scandal her ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,France nuclear testing ,0.0333,2,conceptnet.topn3,0.0428,france nuclear testing country Paris Europe atomic ,wiki.topn3,0.0342,france nuclear testing france southern europe italy France list of nuclear test sites lists of nuclear disasters and radioactivincidents operation plumbbob Nuclear weapons testing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,women ordained Church of England ,0.4887,5,tagmee.topn3.replace,0.6237,Ordination Church of England ,tagmee.topn3,0.5535,women ordained church england Ordination Church of England ,wiki.topn3,0.5377,women ordained church england christian ordination laity deacon Ordination christian denominations founded in great britain church of england anglican communion church bodies Church of England ,wiki.topn3.replace,0.5288,christian ordination laity deacon Ordination christian denominations founded in great britain church of england anglican communion church bodies Church of England ,conceptluster.topn5.3.bm25.rm3,0.5082,women ordained church england ordination ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,price fixing ,0.0265,1,termluster.topn5.3.bm25.rm3,0.0629,price fixing fix said would would said price ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,toxic chemical weapon ,0.2766,8,wiki.topn3.replace,0.4412,lethal dose precursor  chemistry  intraperitoneal injection Toxicity male mediated teratogens sarin chemical weapons convention Chemical weapon ,wiki.topn3,0.4175,toxic chemical weapon lethal dose precursor  chemistry  intraperitoneal injection Toxicity male mediated teratogens sarin chemical weapons convention Chemical weapon ,thesaurus.topn3,0.3992,toxic chemical weapon  deadly harmful  synthetic actinic  ammunition bomb ,word2vec.topn3,0.3427,toxic chemical weapon poisonous noxious corrosive biological weaponry firearm ,glove.topn3,0.3057,toxic chemical weapon poisonous chemicals biological weaponry ,wordnet.topn3,0.3027,toxic chemical weapon chemical substance arm artillery ,conceptnet.topn3,0.2899,toxic chemical weapon poison gun ,termluster.topn5.3.bm25.rm3,0.2804,toxic chemical weapon articl biolog chemic year weapon toxic articl biolog chemic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,SDI Star Wars ,0.2884,9,thesaurus.topn3,0.3315,sdi star wars   capital celebrated  battle bloodshed ,tagmee.topn3,0.3302,sdi star wars Strategic Defense Initiative Star Wars ,word2vec.topn3,0.3208,sdi star wars superstar   pointed battles conflicts ,glove.topn3,0.3126,sdi star wars samsung http   www statoil com superstar conflicts ,sensedisambiguation,0.3045,SDI Star star topology Wars war ,conceptluster.topn5.3.bm25.rm3,0.3024,sdi star wars strategic defense initiative ,tagmee.topn3.replace,0.2954,Strategic Defense Initiative Star Wars ,sensedisambiguation.replace,0.2912,SDI star topology war ,word2vec.topn3.replace,0.2911,sdi superstar   pointed battles conflicts ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,arrests bombing WTC ,0.0526,13,anchor.topn3.replace,0.2331,arrests bombing pilishvili aldeobaldia towers phas ,anchor.topn3,0.168,arrests bombing wtc pilishvili aldeobaldia towers phas ,wordnet.topn3,0.155,arrests bombing wtc taking into custody hold back nail fail bombardment bombard World Trade Center twin towers ,conceptnet.topn3.replace,0.1327,drunk driving bombing World Trade Center linguistics world trade center ,conceptnet.topn3,0.1307,arrests bombing wtc drunk driving World Trade Center linguistics world trade center ,docluster.topn10.3.bm25.rm3,0.10300000000000001,arrests bombing wtc new trade exchang mr ,tagmee.topn3,0.0937,arrests bombing wtc Arrest Bomb World Trade Center ,conceptluster.topn5.3.bm25.rm3,0.0937,arrests bombing wtc arrest world trade center           bomb ,wordnet.topn3.replace,0.0866,stoppage pick up stop flunk bombardment World Trade Center twin towers ,termluster.topn5.3.bm25.rm3,0.0608,arrests bombing wtc wtc bomb ,sensedisambiguation,0.0595,arrests arrest bombing fail WTC world trade center ,stem.trunc4,0.0584,arre bomb wtc ,tagmee.topn3.replace,0.0572,Arrest Bomb World Trade Center ,,,,,,,,,,,,,,,,,,,,,
626,human stampede ,0.3899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Russian food crisis ,0.0232,4,anchor.topn3,0.0881,russian food crisis mouhon язы к  l    a neophobia food foods cross solfar ,wordnet.topn3,0.0368,russian food crisis food for thought solid food ,tagmee.topn3,0.0367,russian food crisis Russian cuisine Food security ,conceptluster.topn5.3.bm25.rm3,0.0367,russian food crisis russian cuisine food security ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,U S  invasion of Panama ,0.285,15,relevancefeedback.topn10.bm25.rm3,0.4076,u s  invasion of panama have u  bush american noriega he ,wordnet.topn3,0.3943,u s  invasion panama U S  government the States US encroachment intrusion Republic of Panama leghorn ,sensedisambiguation,0.3846,U S  united states government invasion of Panama ,tagmee.topn3,0.3792,u s  invasion panama United States invasion of Panama ,conceptluster.topn5.3.bm25.rm3,0.3792,u s  invasion panama united states invasion panama ,sensedisambiguation.replace,0.3686,united states government invasion of panama ,wiki.topn3,0.3661,u s  invasion panama      in panama      in panama operation golden pheasant United States invasion of Panama ,tagmee.topn3.replace,0.3616,United States invasion of Panama ,anchor.topn3,0.3319,u s  invasion panama us  c      alphabet elongatopothyn chlorotocella sorosporium tusia panama histori guatemala ,thesaurus.topn3,0.3169,u s  invasion panama  America Columbia  aggression assault  fedora headgear ,wiki.topn3.replace,0.3115,in panama      in panama operation golden pheasant United States invasion of Panama ,docluster.topn10.3.bm25.rm3,0.3111,u s  invasion of panama noriega ,word2vec.topn3,0.3035,u s  invasion panama usa u s american invading honduras grenada ,wordnet.topn3.replace,0.3031,U S  government the States intrusion encroachment leghorn Republic of Panama ,termluster.topn5.3.bm25.rm3,0.2854,u s  invasion panama troop said presid american invas noriega ,,,,,,,,,,,,,,,
629,abortion clinic attack ,0.1242,1,sensedisambiguation,0.127,abortion miscarriage clinic attack fire ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Gulf War Syndrome ,0.489,1,wiki.topn3,0.5728,gulf war syndrome gulf war syndrome borden institute united states army medical research institutof chemical defense Gulf War syndrome ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Mandela South Africa President ,0.1078,5,tagmee.topn3.replace,0.1812,Nelson Mandela Union of South Africa President of Mexico ,tagmee.topn3,0.1649,mandela south africa president Nelson Mandela Union of South Africa President of Mexico ,conceptluster.topn5.3.bm25.rm3,0.1649,mandela south africa president union south africa president mexico nelson mandela ,conceptnet.topn3,0.1391,mandela south africa president Nelson Rolihlahla Mandela a continent a lion an elephant leader ,conceptnet.topn3.replace,0.1164,Nelson Rolihlahla Mandela south a continent a lion an elephant leader ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,southeast Asia tin mining ,0.4192,2,relevancefeedback.topn10.bm25.rm3,0.4774,southeast asia tin mining mine pound malaysia ,sensedisambiguation,0.4225,southeast southeasterly Asia tin mining ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Welsh devolution ,0.6172,2,thesaurus.topn3,0.6285,welsh devolution  bamboozle bilk  deterioration decadence ,docluster.topn10.3.bm25.rm3,0.6247,welsh devolution parti would ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,L tryptophan deaths ,0.7837,9,sensedisambiguation,0.8116,L tryptophan deaths end ,anchor.topn3,0.8026,l tryptophan deaths tangair kirkebø kuřívodi ,conceptnet.topn3,0.8026,l tryptophan deaths fighting war love ,thesaurus.topn3,0.7997,l tryptophan deaths   afterlife annihilation ,wordnet.topn3,0.7997,l tryptophan deaths decease dying ,glove.topn3,0.7894,l tryptophan deaths l cysteine spermidine fatalities ,tagmee.topn3,0.7855,l tryptophan deaths Tryptophan Mortality rate ,conceptluster.topn5.3.bm25.rm3,0.7855,l tryptophan deaths mortality rate tryptophan ,docluster.topn10.3.bm25.rm3,0.7846,l tryptophan deaths tryptophan supplement l said studi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,doctor assisted suicides ,0.7045,9,relevancefeedback.topn10.bm25.rm3,0.7508,doctor assisted suicides he said kevorkian adkin suicid i right ,docluster.topn10.3.bm25.rm3,0.7469,doctor assisted suicides adkin said kevorkian ,conceptnet.topn3,0.7467,doctor assisted suicides medical power assisted the IRS ,anchor.topn3,0.7306,doctor assisted suicides doktór causa   delitiæ ,tagmee.topn3,0.7296,doctor assisted suicides Physician Assisted suicide Suicide ,conceptluster.topn5.3.bm25.rm3,0.7296,doctor assisted suicides physician suicide assisted suicide ,termluster.topn5.3.bm25.rm3,0.7254,doctor assisted suicides said kevorkian charg ,word2vec.topn3,0.7229,doctor assisted suicides physician surgeon aided facilitated murder suicides ,wiki.topn3,0.7217,doctor assisted suicides physicians healthcare occupations surgeon Physician advanchealth cardirective do not resuscitate child neglect Assisted suicide suicidology suicide murder Suicide ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,jury duty exemptions ,0.1646,3,stem.trunc4,0.2303,jury duty exem ,stem.trunc5,0.2303,jury duty exemp ,anchor.topn3,0.166,jury duty exemptions gaebong daerim sinpyeong ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,human growth hormone  HGH ,0.4598,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,wrongful convictions ,0.0662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,consumer on line shopping ,0.1922,4,tagmee.topn3,0.3632,consumer on line shopping Consumer Online shopping ,conceptluster.topn5.3.bm25.rm3,0.3632,consumer on line shopping online shopping consumer ,wordnet.topn3,0.3132,consumer on line shopping online sponsor patronize shop at ,wiki.topn3,0.3107,consumer on line shopping return on investment business plan formal statements Consumer point of sale business to business digital marketing Online shopping ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,maternity leave policies ,0.3902,3,termluster.topn5.3.bm25.rm3,0.44799999999999995,maternity leave policies women week right women week right ,docluster.topn10.3.bm25.rm3,0.4325,maternity leave policies week matern pai ,relevancefeedback.topn10.bm25.rm3,0.4252,maternity leave policies matern week pai court famili ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Valdez wildlife marine life ,0.4815,12,relevancefeedback.topn10.bm25.rm3,0.6865,valdez wildlife marine life said exxon oil otter ,conceptnet.topn3,0.6496,valdez wildlife marine life suboceanic death finite ,anchor.topn3,0.6192,valdez wildlife marine life barbie     ancaja rojero apicomplexan kdblife nánjīng    small ,wordnet.topn3.replace,0.6157,valdez wildlife maritime shipboard soldier living liveliness lifetime ,conceptnet.topn3.replace,0.6011,valdez wildlife suboceanic death finite ,wiki.topn3,0.5905,valdez wildlife marine life alyeska pipelinserviccompany exxon valdez oil spill      controversies Exxon Valdez wildlife habitat conservation birdwatching Wildlife plankton oceanography ocean current Marine biology plankton oceanography ocean current Marine biology ,conceptluster.topn5.3.bm25.rm3,0.5349,valdez wildlife marine life exxon valdez wildlife marine biology ,tagmee.topn3,0.5336,valdez wildlife marine life Exxon Valdez Wildlife Marine biology Marine biology ,termluster.topn5.3.bm25.rm3,0.5264,valdez wildlife marine life oil said sea ,tagmee.topn3.replace,0.517,Exxon Valdez Wildlife Marine biology Marine biology ,docluster.topn10.3.bm25.rm3,0.5129,valdez wildlife marine life oil said ,wiki.topn3.replace,0.5078,alyeska pipelinserviccompany exxon valdez oil spill      controversies Exxon Valdez wildlife habitat conservation birdwatching Wildlife plankton oceanography ocean current Marine biology plankton oceanography ocean current Marine biology ,,,,,,,,,,,,,,,,,,,,,,,,
642,Tiananmen Square protesters ,0.1894,7,thesaurus.topn3,0.2284,tiananmen square protesters   equal even  dissident heckler ,wiki.topn3.replace,0.2264,student protests in china      in china socialism in china Tiananmen Square protests of ,word2vec.topn3,0.2202,tiananmen square protesters Tianamen Tienanmen sqaure protestors demonstrators ,wordnet.topn3,0.2094,tiananmen square protesters square toes public square hearty objector dissident demonstrator ,wiki.topn3,0.2046,tiananmen square protesters student protests in china      in china socialism in china Tiananmen Square protests of ,relevancefeedback.topn10.bm25.rm3,0.2021,tiananmen square protesters leaflet prison polic beij student he parliament ha ,wordnet.topn3.replace,0.1995,tiananmen straightforward foursquare dissident dissenter demonstrator ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,salmon dams Pacific northwest ,0.1498,3,sensedisambiguation,0.1861,salmon pink orange dams decameter Pacific northwest northwestern ,wordnet.topn3,0.1737,salmon dams pacific northwest pinkish orange Salmon River pink orange dyke decameter peaceable northwestern United States NW northwesterly ,stem.paicehusk,0.1501,salmon dam pac northwest ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,exotic animals import ,0.0517,4,relevancefeedback.topn10.bm25.rm3,0.0726,exotic animals import pet anim exot said maynard bird pig wildlif ,anchor.topn3,0.0713,exotic animals import  mental  disorient lattice pref trade and export bargaine vooruzheniy  netimp ,glove.topn3,0.0652,exotic animals import locales locale humans export ,termluster.topn5.3.bm25.rm3,0.0595,exotic animals import speci said anim speci said exot ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,software piracy ,0.672,2,docluster.topn10.3.bm25.rm3,0.6963,software piracy softwar ,sensedisambiguation,0.6756,software piracy plagiarism ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,food stamps increase ,0.1787,8,anchor.topn3.replace,0.1842,neophobia food foods cross solfar stamps increase ,stem.lovins,0.1835,food stamp increas ,stem.paicehusk,0.1835,food stamp increas ,stem.porter,0.1835,food stamp increas ,stem.porter2,0.1835,food stamp increas ,stem.trunc5,0.1829,food stamp incre ,termluster.topn5.3.bm25.rm3,0.1829,food stamps increase stamp depart said said food depart program counti cost ,anchor.topn3,0.179,food stamps increase neophobia food foods cross solfar ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,windmill electricity ,0.3599,10,relevancefeedback.topn10.bm25.rm3,0.5948,windmill electricity wind power i said energi ,wordnet.topn3,0.591,windmill electricity wind generator aerogenerator electrical energy ,termluster.topn5.3.bm25.rm3,0.5585,windmill electricity year wind ,docluster.topn10.3.bm25.rm3,0.5329999999999999,windmill electricity wind ,wiki.topn3,0.4676,windmill electricity post mill windmill sail smock mill Windmill electricity electric power energy Electricity ,conceptnet.topn3,0.4576,windmill electricity shock current ,glove.topn3,0.4186,windmill electricity em   generators utilities ,wiki.topn3.replace,0.4165,post mill windmill sail smock mill Windmill electricity electric power energy Electricity ,wordnet.topn3.replace,0.4161,aerogenerator wind generator electrical energy ,word2vec.topn3,0.4001,windmill electricity electricty ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,family leave law ,0.3039,3,termluster.topn5.3.bm25.rm3,0.3722,family leave law year would week year would week ,tagmee.topn3,0.3081,family leave law Parental leave Law ,conceptluster.topn5.3.bm25.rm3,0.3081,family leave law law parental leave ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,computer viruses ,0.6828,19,word2vec.topn3,0.7759,computer viruses software virus malware ,wordnet.topn3,0.7607,computer viruses reckoner computing machine electronic computer virus computer virus ,word2vec.topn3.replace,0.7514,software virus malware ,wordnet.topn3.replace,0.7406,computing machine electronic computer computer virus virus ,anchor.topn3,0.7346,computer viruses  step nc   aacs  proportional ,relevancefeedback.topn10.bm25.rm3,0.7322,computer viruses viru comput network ,tagmee.topn3,0.7296,computer viruses Computer virus Computer virus ,docluster.topn10.3.bm25.rm3,0.7295,computer viruses comput viru ,conceptluster.topn5.3.bm25.rm3,0.7295,computer viruses computer virus ,tagmee.topn3.replace,0.7161,Computer virus Computer virus ,sensedisambiguation.replace,0.7161,computer virus ,stem.krovetz,0.7161,computer virus ,stem.lovins,0.7161,computer virus ,stem.paicehusk,0.7161,comput virus ,stem.porter,0.7161,comput virus ,stem.porter2,0.7161,comput virus ,glove.topn3,0.7141,computer viruses software virus infect ,thesaurus.topn3,0.7129,computer viruses  CPU PC  ailment disease ,termluster.topn5.3.bm25.rm3,0.7107,computer viruses virus viru system viru system softwar ,,,
650,tax evasion indicted ,0.2541,5,termluster.topn5.3.bm25.rm3,0.4837,tax evasion indicted evas feder tax feder ,docluster.topn10.3.bm25.rm3,0.4653,tax evasion indicted hunter ,word2vec.topn3,0.455,tax evasion indicted taxation evading convicted arrested acquitted ,relevancefeedback.topn10.bm25.rm3,0.3472,tax evasion indicted hunter hoff feder mr gotti ftc ,wiki.topn3,0.2932,tax evasion indicted bank fraud arrest warrant plea bargain Tax evasion appeal felony contempt of court Indictment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,U S  ethnic population ,0.0173,8,termluster.topn5.3.bm25.rm3,0.1399,u s  ethnic population peopl offici decad ,relevancefeedback.topn10.bm25.rm3,0.1218,u s  ethnic population counti latino asian citi serb censu said cent ,tagmee.topn3,0.1078,u s  ethnic population Ethnic group Demographics of India ,conceptluster.topn5.3.bm25.rm3,0.1078,u s  ethnic population demographics india ethnic group ,docluster.topn10.3.bm25.rm3,0.059000000000000004,u s  ethnic population counti censu citi ,tagmee.topn3.replace,0.0468,Ethnic group Demographics of India ,wiki.topn3,0.0214,u s  ethnic population ethnigroups cultural assimilation human migration Ethnic group dravidian languages ayodhya list of scheduled tribes in india Demographics of India ,conceptnet.topn3,0.0208,u s  ethnic population heathenish people number ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,OIC Balkans     s ,0.4525,10,termluster.topn5.3.bm25.rm3,0.5675,oic balkans     s bosnia minist said ,docluster.topn10.3.bm25.rm3,0.5451,oic balkans     s said bosnia ,relevancefeedback.topn10.bm25.rm3,0.514,oic balkans     s bosnia turkei said minist alata ,stem.trunc5,0.5124,oic balka     s ,stem.paicehusk,0.4945,oic balk     s ,anchor.topn3,0.4762,oic balkans     s jt    the br  trad unasur ,sensedisambiguation,0.4743,OIC Balkans     s nineties ,conceptluster.topn5.3.bm25.rm3,0.4574,oic balkans     s organisation islamic cooperation ,wordnet.topn3.replace,0.45399999999999996,oic Balkan Peninsula nineties ,sensedisambiguation.replace,0.4532,OIC balkans nineties ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,ETA Basque terrorism ,0.5819,10,wiki.topn3.replace,0.6798,ETA  separatist group  eta s      ceasefirdeclaration santiago brouard plaza república dominicana bombing Basque conflict ,stem.trunc4,0.6559999999999999,eta basq terr ,wiki.topn3,0.6404,eta basque terrorism ETA  separatist group  eta s      ceasefirdeclaration santiago brouard plaza república dominicana bombing Basque conflict ,thesaurus.topn3.replace,0.6343,eta basque  assassination bloodshed ,stem.trunc5,0.6265,eta basqu terro ,thesaurus.topn3,0.6103,eta basque terrorism    assassination bloodshed ,tagmee.topn3.replace,0.607,ETA  separatist group  Basque conflict ,tagmee.topn3,0.6006,eta basque terrorism ETA  separatist group  Basque conflict ,conceptluster.topn5.3.bm25.rm3,0.6006,eta basque terrorism eta separatist group basque conflict ,termluster.topn5.3.bm25.rm3,0.5885,eta basque terrorism terror eta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,same sex schools ,0.44,2,termluster.topn5.3.bm25.rm3,0.6472,same sex schools year singl sex ,sensedisambiguation,0.5046,same sex schools school ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,ADD diagnosis treatment ,0.0022,3,sensedisambiguation,0.4183,ADD attention deficit disorder diagnosis treatment ,sensedisambiguation.replace,0.368,attention deficit disorder diagnosis treatment ,wordnet.topn3,0.0065,add diagnosis treatment tote up tot up diagnosing handling discussion ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,lead poisoning children ,0.0551,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,school prayer banned ,0.3989,9,sensedisambiguation.replace,0.5439,school prayer banish ,stem.porter,0.5428,school prayer bann ,anchor.topn3,0.5349,school prayer banned neo confucianist        ahiran prayers paternost kneeler garden elohai ,docluster.topn10.3.bm25.rm3,0.5272,school prayer banned court ,tagmee.topn3,0.4888,school prayer banned School prayer Censorship ,conceptluster.topn5.3.bm25.rm3,0.4888,school prayer banned school prayer censorship ,sensedisambiguation,0.4879,school prayer banned banish ,thesaurus.topn3,0.4812,school prayer banned  academy department  appeal invocation  illegal taboo ,wordnet.topn3,0.4071,school prayer banned train civilize civilise petition supplicant entreaty blackball ostracise ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,teenage pregnancy ,0.0618,8,word2vec.topn3,0.32899999999999996,teenage pregnancy teen age teen preganancy ,glove.topn3,0.308,teenage pregnancy teen pregnant ,glove.topn3.replace,0.2896,teen pregnant ,sensedisambiguation.replace,0.1923,adolescent pregnancy ,word2vec.topn3.replace,0.1193,teen age teen preganancy ,wordnet.topn3,0.1123,teenage pregnancy teen gestation maternity ,wiki.topn3,0.1088,teenage pregnancy singlparent sexual identity sex work Teenage pregnancy ,sensedisambiguation,0.0774,teenage adolescent pregnancy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,cruise health safety ,0.3331,1,glove.topn3,0.4004,cruise health safety ship care healthcare protection ensure ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,whale watching California ,0.6579,4,wordnet.topn3,0.6972,whale watching california heavyweight hulk see observance Golden State Calif ,relevancefeedback.topn10.bm25.rm3,0.6848,whale watching california a m call ,sensedisambiguation,0.669,whale watching watch California ,conceptluster.topn5.3.bm25.rm3,0.6605,whale watching california whale watching ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,melanoma treatment causes ,0.5867,7,wordnet.topn3.replace,0.7857,malignant melanoma intervention handling discourse have crusade causal agency ,wordnet.topn3,0.7424,melanoma treatment causes malignant melanoma handling discussion causal agent do causal agency ,conceptnet.topn3.replace,0.7367,melanoma dealing causes ,stem.porter,0.6559,melanoma treatment caus ,stem.porter2,0.6559,melanoma treatment caus ,thesaurus.topn3.replace,0.6181,melanoma  analysis cure  element explanation ,sensedisambiguation.replace,0.6145,melanoma treatment lawsuit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,telemarketer protection ,0.7037,5,anchor.topn3,0.7461,telemarketer protection states disney use   ahea ,anchor.topn3.replace,0.7404,telemarketer states disney use   ahea ,sensedisambiguation,0.7375,telemarketer protection security ,wordnet.topn3.replace,0.7213,telemarketer aegis security auspices ,sensedisambiguation.replace,0.7177,telemarketer security ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Agent Orange exposure ,0.3002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,American Indian Museum ,0.7866,3,termluster.topn5.3.bm25.rm3,0.8420000000000001,american indian museum indian museum smithsonian museum american smithsonian indian american smithsonian ,sensedisambiguation,0.8054,American american english Indian Museum ,thesaurus.topn3,0.7926,american indian museum   American Indian Amerind  building foundation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,poverty Africa sub Sahara ,0.21600000000000003,2,wordnet.topn3,0.3052,poverty africa sub sahara poorness impoverishment ,stem.paicehusk,0.3035,poverty afric sub   sahar ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Thatcher resignation impact ,0.0212,13,sensedisambiguation.replace,0.3364,thatcher resignation shock ,sensedisambiguation,0.1705,Thatcher resignation impact shock ,thesaurus.topn3,0.0441,thatcher resignation impact   departure retirement  brunt shock ,tagmee.topn3.replace,0.0438,Margaret Thatcher Resignation from the British House of Commons ,conceptluster.topn5.3.bm25.rm3,0.0419,thatcher resignation impact margaret thatcher resignation british house commons ,tagmee.topn3,0.0417,thatcher resignation impact Margaret Thatcher Resignation from the British House of Commons ,docluster.topn10.3.bm25.rm3,0.0355,thatcher resignation impact her major he ,anchor.topn3,0.0322,thatcher resignation impact danison   thatcher   thatcher  pendulum  astroblem chicxulub ,wiki.topn3,0.0322,thatcher resignation impact people educated at kesteven and grantham girls  school ladies companion of the garter john major Margaret Thatcher united kingdom general election       united kingdom general election       united kingdom general election       Resignation from the British House of Commons ,anchor.topn3.replace,0.0284,danison   thatcher   thatcher  resignation pendulum  astroblem chicxulub ,word2vec.topn3,0.0271,thatcher resignation impact maggie Tatcher dismissal effect influence ,wiki.topn3.replace,0.0247,people educated at kesteven and grantham girls  school ladies companion of the garter john major Margaret Thatcher united kingdom general election       united kingdom general election       united kingdom general election       Resignation from the British House of Commons ,relevancefeedback.topn10.bm25.rm3,0.0225,thatcher resignation impact her major he how ,,,,,,,,,,,,,,,,,,,,,
