qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18
641,Valdez wildlife marine life ,0.2812,9,relevancefeedback.topn10.qld,0.5204,valdez wildlife marine life said oil tanker exxon otter ,termluster.topn5.3.qld,0.3539,valdez wildlife marine life spill sea said ,conceptluster.topn5.3.qld,0.3512,valdez wildlife marine life exxon valdez wildlife marine biology ,wiki.topn3,0.3262,valdez wildlife marine life alyeska pipelinserviccompany exxon valdez oil spill      controversies Exxon Valdez wildlife habitat conservation birdwatching Wildlife plankton oceanography ocean current Marine biology plankton oceanography ocean current Marine biology ,docluster.topn10.3.qld,0.3243,valdez wildlife marine life oil ,glove.topn3,0.3159,valdez wildlife marine life exxon spill conservation wetlands corps lives even ,conceptnet.topn3.replace,0.2995,valdez wildlife suboceanic death finite ,wiki.topn3.replace,0.2942,alyeska pipelinserviccompany exxon valdez oil spill      controversies Exxon Valdez wildlife habitat conservation birdwatching Wildlife plankton oceanography ocean current Marine biology plankton oceanography ocean current Marine biology ,conceptnet.topn3,0.2836,valdez wildlife marine life suboceanic death finite ,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Tiananmen Square protesters ,0.1597,6,thesaurus.topn3,0.2265,tiananmen square protesters   equal even  dissident heckler ,wiki.topn3,0.1874,tiananmen square protesters student protests in china      in china socialism in china Tiananmen Square protests of ,thesaurus.topn3.replace,0.1838,tiananmen  equal even  dissident heckler ,wordnet.topn3,0.1776,tiananmen square protesters square toes public square hearty objector dissident demonstrator ,wordnet.topn3.replace,0.163,tiananmen straightforward foursquare dissident dissenter demonstrator ,wiki.topn3.replace,0.1622,student protests in china      in china socialism in china Tiananmen Square protests of ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,salmon dams Pacific northwest ,0.1502,2,conceptnet.topn3,0.151,salmon dams pacific northwest food fish control rivers ocean ,wordnet.topn3,0.1508,salmon dams pacific northwest pinkish orange Salmon River pink orange dyke decameter peaceable northwestern United States NW northwesterly ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,exotic animals import ,0.0429,1,relevancefeedback.topn10.qld,0.0581,exotic animals import said exot anim pet maynard bird ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,software piracy ,0.6164,2,docluster.topn10.3.qld,0.6206,software piracy softwar ,relevancefeedback.topn10.qld,0.6186,software piracy softwar compani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,food stamps increase ,0.1341,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,windmill electricity ,0.2085,5,termluster.topn5.3.qld,0.5379,windmill electricity wind produc power year cost ,wordnet.topn3,0.515,windmill electricity wind generator aerogenerator electrical energy ,relevancefeedback.topn10.qld,0.5132,windmill electricity wind said power i project drug capac energi ,wordnet.topn3.replace,0.4091,aerogenerator wind generator electrical energy ,docluster.topn10.3.qld,0.408,windmill electricity wind ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,family leave law ,0.1201,4,relevancefeedback.topn10.qld,0.1842,family leave law famili court bill state rep some work ,docluster.topn10.3.qld,0.1569,family leave law rep bill ,tagmee.topn3,0.1568,family leave law Parental leave Law ,conceptluster.topn5.3.qld,0.1568,family leave law law parental leave ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,computer viruses ,0.5766,18,word2vec.topn3,0.7197,computer viruses software virus malware ,relevancefeedback.topn10.qld,0.6912,computer viruses viru comput network ,wordnet.topn3,0.6905,computer viruses reckoner computing machine electronic computer virus computer virus ,tagmee.topn3,0.6859,computer viruses Computer virus Computer virus ,word2vec.topn3.replace,0.6735,software virus malware ,docluster.topn10.3.qld,0.6703,computer viruses comput viru ,conceptluster.topn5.3.qld,0.6703,computer viruses computer virus ,tagmee.topn3.replace,0.6628,Computer virus Computer virus ,sensedisambiguation.replace,0.6628,computer virus ,stem.krovetz,0.6628,computer virus ,stem.lovins,0.6628,computer virus ,stem.paicehusk,0.6628,comput virus ,stem.porter,0.6628,comput virus ,stem.porter2,0.6628,comput virus ,wordnet.topn3.replace,0.6549,computing machine electronic computer computer virus virus ,termluster.topn5.3.qld,0.6461,computer viruses virus viru system viru system softwar ,glove.topn3,0.6399,computer viruses software virus infect ,sensedisambiguation,0.6165,computer viruses virus 
650,tax evasion indicted ,0.0831,3,relevancefeedback.topn10.qld,0.2422,tax evasion indicted mr tripp feder hunter hoff ftc gotti deputi i ,word2vec.topn3,0.1084,tax evasion indicted taxation evading convicted arrested acquitted ,wiki.topn3,0.0836,tax evasion indicted bank fraud arrest warrant plea bargain Tax evasion appeal felony contempt of court Indictment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,U S  ethnic population ,0.0077,10,relevancefeedback.topn10.qld,0.2029,u s  ethnic population hungarian popul latino nation counti cent citi latvian ,tagmee.topn3,0.066,u s  ethnic population Ethnic group Demographics of India ,conceptluster.topn5.3.qld,0.066,u s  ethnic population demographics india ethnic group ,tagmee.topn3.replace,0.0575,Ethnic group Demographics of India ,docluster.topn10.3.qld,0.0436,u s  ethnic population citi counti ,wiki.topn3,0.028999999999999998,u s  ethnic population ethnigroups cultural assimilation human migration Ethnic group dravidian languages ayodhya list of scheduled tribes in india Demographics of India ,termluster.topn5.3.qld,0.0229,u s  ethnic population popul also would would ethnic also ,conceptnet.topn3,0.0137,u s  ethnic population heathenish people number ,thesaurus.topn3,0.01,u s  ethnic population  America Columbia  indigenous national  community culture ,wiki.topn3.replace,0.0084,ethnigroups cultural assimilation human migration Ethnic group dravidian languages ayodhya list of scheduled tribes in india Demographics of India ,,,,,,,,,,,,,,,,,,,,,,,,
652,OIC Balkans     s ,0.3213,5,docluster.topn10.3.qld,0.4901,oic balkans     s said bosnia ,conceptluster.topn5.3.qld,0.3492,oic balkans     s organisation islamic cooperation ,stem.lovins,0.3275,oic balkan ,stem.porter,0.3275,oic balkan ,stem.sstemmer,0.3275,oic balkan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,ETA Basque terrorism ,0.5468,6,wiki.topn3.replace,0.6165,ETA  separatist group  eta s      ceasefirdeclaration santiago brouard plaza república dominicana bombing Basque conflict ,stem.trunc5,0.604,eta basqu terro ,wiki.topn3,0.5971,eta basque terrorism ETA  separatist group  eta s      ceasefirdeclaration santiago brouard plaza república dominicana bombing Basque conflict ,tagmee.topn3,0.5597,eta basque terrorism ETA  separatist group  Basque conflict ,conceptluster.topn5.3.qld,0.5597,eta basque terrorism eta separatist group basque conflict ,thesaurus.topn3.replace,0.5517,eta basque  assassination bloodshed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,same sex schools ,0.4163,3,sensedisambiguation,0.5353,same sex schools school ,docluster.topn10.3.qld,0.5353,same sex schools school ,termluster.topn5.3.qld,0.5301,same sex schools year two singl ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,ADD diagnosis treatment ,0.0007,7,sensedisambiguation,0.2407,ADD attention deficit disorder diagnosis treatment ,sensedisambiguation.replace,0.2151,attention deficit disorder diagnosis treatment ,glove.topn3.replace,0.0189,adding combine diagnoses diagnostic treated treat ,glove.topn3,0.0081,add diagnosis treatment adding combine diagnoses diagnostic treated treat ,wordnet.topn3,0.0037,add diagnosis treatment tote up tot up diagnosing handling discussion ,word2vec.topn3,0.0023,add diagnosis treatment remove create insert diagnoses prognosis treament treatement ,relevancefeedback.topn10.qld,0.0023,add diagnosis treatment research iron depress hospit cancer cut russian psychologist clinic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,lead poisoning children ,0.0569,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,school prayer banned ,0.4131,4,docluster.topn10.3.qld,0.4703,school prayer banned court ,termluster.topn5.3.qld,0.465,school prayer banned prayer school ,tagmee.topn3,0.4341,school prayer banned School prayer Censorship ,conceptluster.topn5.3.qld,0.4341,school prayer banned school prayer censorship ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,teenage pregnancy ,0.0494,8,word2vec.topn3,0.2589,teenage pregnancy teen age teen preganancy ,glove.topn3.replace,0.24100000000000002,teen pregnant ,glove.topn3,0.23800000000000002,teenage pregnancy teen pregnant ,sensedisambiguation.replace,0.1047,adolescent pregnancy ,word2vec.topn3.replace,0.1012,teen age teen preganancy ,wordnet.topn3,0.0973,teenage pregnancy teen gestation maternity ,wiki.topn3,0.063,teenage pregnancy singlparent sexual identity sex work Teenage pregnancy ,sensedisambiguation,0.0616,teenage adolescent pregnancy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,cruise health safety ,0.3011,1,relevancefeedback.topn10.qld,0.3048,cruise health safety medic ship power safeti cruis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,whale watching California ,0.6318,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,melanoma treatment causes ,0.5658,3,conceptnet.topn3.replace,0.6133,melanoma dealing causes ,tagmee.topn3,0.5695,melanoma treatment causes Melanoma Therapy Etiology ,conceptluster.topn5.3.qld,0.5695,melanoma treatment causes etiology therapy melanoma ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,telemarketer protection ,0.5743,3,sensedisambiguation.replace,0.6147,telemarketer security ,sensedisambiguation,0.6046,telemarketer protection security ,anchor.topn3.replace,0.5874,telemarketer states disney use   ahea ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Agent Orange exposure ,0.2147,1,termluster.topn5.3.qld,0.2648,agent orange exposure orang said veteran vietnam veteran said ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,American Indian Museum ,0.3514,2,thesaurus.topn3,0.4934,american indian museum   American Indian Amerind  building foundation ,docluster.topn10.3.qld,0.4262,american indian museum collect ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,poverty Africa sub Sahara ,0.2245,3,docluster.topn10.3.qld,0.2614,poverty africa sub sahara per ,tagmee.topn3,0.2421,poverty africa sub sahara Poverty in Africa Sub Saharan Africa ,conceptluster.topn5.3.qld,0.2421,poverty africa sub sahara sub saharan africa poverty africa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Thatcher resignation impact ,0.0109,13,sensedisambiguation.replace,0.1681,thatcher resignation shock ,sensedisambiguation,0.1677,Thatcher resignation impact shock ,tagmee.topn3.replace,0.0459,Margaret Thatcher Resignation from the British House of Commons ,conceptluster.topn5.3.qld,0.0358,thatcher resignation impact margaret thatcher resignation british house commons ,tagmee.topn3,0.0339,thatcher resignation impact Margaret Thatcher Resignation from the British House of Commons ,docluster.topn10.3.qld,0.0226,thatcher resignation impact her major ,anchor.topn3,0.022000000000000002,thatcher resignation impact danison   thatcher   thatcher  pendulum  astroblem chicxulub ,anchor.topn3.replace,0.0193,danison   thatcher   thatcher  resignation pendulum  astroblem chicxulub ,relevancefeedback.topn10.qld,0.0171,thatcher resignation impact her hi how major he ,glove.topn3,0.0169,thatcher resignation impact margaret blair affect ,thesaurus.topn3.replace,0.0159,thatcher  departure retirement  brunt shock ,thesaurus.topn3,0.0128,thatcher resignation impact   departure retirement  brunt shock ,wiki.topn3,0.0117,thatcher resignation impact people educated at kesteven and grantham girls  school ladies companion of the garter john major Margaret Thatcher united kingdom general election       united kingdom general election       united kingdom general election       Resignation from the British House of Commons ,,,,,,,,,,,,,,,
667,unmarried partner households ,0.3583,8,glove.topn3.replace,0.4473,unmarried partner families residing ,word2vec.topn3.replace,0.44,unmarried partner families ,sensedisambiguation.replace,0.44,unmarried partner family ,wordnet.topn3.replace,0.4038,unmarried partner home house ,glove.topn3,0.3821,unmarried partner households families residing ,relevancefeedback.topn10.qld,0.38,unmarried partner households unmarri famili estat      cent citi said censu compani ,word2vec.topn3,0.3595,unmarried partner households families ,sensedisambiguation,0.3595,unmarried partner households family ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,poverty  disease ,0.3365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Islamic Revolution ,0.1509,1,relevancefeedback.topn10.qld,0.1531,islamic revolution revolut islam martyr countri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,U S  elections apathy ,0.0391,6,termluster.topn5.3.qld,0.1836,u s  elections apathy voter vote ,thesaurus.topn3,0.1427,u s  elections apathy  America Columbia  appointment ballot  indifference insensitivity ,sensedisambiguation.replace,0.068,united states government election apathy ,anchor.topn3.replace,0.0574,us  c      alphabet elections apathy ,relevancefeedback.topn10.qld,0.054000000000000006,u s  elections apathy hi polish elect campaign pri district ,sensedisambiguation,0.0424,U S  united states government elections election apathy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Salvation Army benefits ,0.2656,3,tagmee.topn3,0.2876,salvation army benefits The Salvation Army Welfare ,conceptluster.topn5.3.qld,0.2876,salvation army benefits salvation army welfare ,termluster.topn5.3.qld,0.2717,salvation army benefits armi salvat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,NRA membership profile ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Soviet withdrawal Afghanistan ,0.3391,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Greenpeace prosecuted ,0.1223,4,tagmee.topn3.replace,0.1897,Greenpeace Prosecutor ,wiki.topn3,0.1642,greenpeace prosecuted greenpeace anti nuclear organizations in the united states friends of thearth Greenpeace prosecutors appeal indictment Prosecutor ,tagmee.topn3,0.1546,greenpeace prosecuted Greenpeace Prosecutor ,wiki.topn3.replace,0.1414,greenpeace anti nuclear organizations in the united states friends of thearth Greenpeace prosecutors appeal indictment Prosecutor ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Olympics training swimming ,0.2851,5,thesaurus.topn3,0.3942,olympics training swimming   coaching discipline  floating natant ,sensedisambiguation,0.3834,Olympics olympic games training train swimming ,stem.porter,0.3703,olympic train swimm ,stem.trunc5,0.3703,olymp train swimm ,sensedisambiguation.replace,0.2923,olympic games train swimming ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,poppy cultivation ,0.2781,6,thesaurus.topn3,0.3635,poppy cultivation  drug heroin  farming gardening ,glove.topn3,0.3333,poppy cultivation opium poppy ,conceptnet.topn3,0.3333,poppy cultivation opium poppy ,glove.topn3.replace,0.32299999999999995,opium poppy ,termluster.topn5.3.qld,0.3123,poppy cultivation opium cultiv accord poppi opium accord ,docluster.topn10.3.qld,0.2925,poppy cultivation poppi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Leaning Tower of Pisa ,0.9134,2,wiki.topn3,0.9722,leaning tower pisa buildings and structures completed in      visitor attractions in pisa filippo brunelleschi Leaning Tower of Pisa ,sensedisambiguation,0.9293,Leaning tend Tower tugboat of Pisa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,joint custody impact ,0.2175,3,wiki.topn3,0.2895,joint custody impact california child support guidelinreview noncustodial parent solcustody Joint custody ,termluster.topn5.3.qld,0.2767,joint custody impact said parent mother ,wiki.topn3.replace,0.2398,california child support guidelinreview noncustodial parent solcustody Joint custody ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,opening adoption records ,0.8491,1,word2vec.topn3,0.8644,opening adoption records closing non adoption records ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,immigrants Spanish school ,0.0961,5,termluster.topn5.3.qld,0.389,immigrants spanish school teacher speak limit educ english onli educ english onli ,relevancefeedback.topn10.qld,0.3274,immigrants spanish school student english speak languag cathol latino ,docluster.topn10.3.qld,0.1436,immigrants spanish school languag ,word2vec.topn3,0.1404,immigrants spanish school migrants english Spainish college ,glove.topn3,0.0996,immigrants spanish school migrants spain portuguese students ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,wind power location ,0.3758,3,wiki.topn3.replace,0.6628,wind turbine wind farm renewablenergy Wind power binomial distribution quantilfunction scalparameter Location parameter ,wiki.topn3,0.6417,wind power location wind turbine wind farm renewablenergy Wind power binomial distribution quantilfunction scalparameter Location parameter ,sensedisambiguation,0.4473,wind wind instrument power world power location placement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,adult immigrants English ,0.2442,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Czechoslovakia breakup ,0.0278,15,stem.trunc5,0.1975,czech break ,wiki.topn3.replace,0.1698,normalization  czechoslovakia  communist party of czechoslovakia praguspring Czechoslovak Socialist Republic      in czechoslovakia      in the czech republic      in slovakia Dissolution of Czechoslovakia ,wiki.topn3,0.1585,czechoslovakia breakup normalization  czechoslovakia  communist party of czechoslovakia praguspring Czechoslovak Socialist Republic      in czechoslovakia      in the czech republic      in slovakia Dissolution of Czechoslovakia ,tagmee.topn3.replace,0.1223,Czechoslovak Socialist Republic Dissolution of Czechoslovakia ,tagmee.topn3,0.0933,czechoslovakia breakup Czechoslovak Socialist Republic Dissolution of Czechoslovakia ,conceptluster.topn5.3.qld,0.0933,czechoslovakia breakup czechoslovak socialist republic dissolution czechoslovakia ,word2vec.topn3,0.0786,czechoslovakia breakup yugoslavia sudetenland slovakia break up post breakup ,word2vec.topn3.replace,0.0766,yugoslavia sudetenland slovakia break up post breakup ,glove.topn3,0.068,czechoslovakia breakup czechoslovak ussr break up disintegration ,sensedisambiguation.replace,0.0627,czechoslovakia separation ,wordnet.topn3,0.0575,czechoslovakia breakup dissolution separation ,relevancefeedback.topn10.qld,0.0445,czechoslovakia breakup he pact i korea armi czech french quarter ,sensedisambiguation,0.0442,Czechoslovakia breakup separation ,conceptnet.topn3,0.0442,czechoslovakia breakup separation ,glove.topn3.replace,0.0326,czechoslovak ussr break up disintegration ,,,,,,,,,
684,part time benefits ,0.0943,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Oscar winner selection ,0.2494,9,wiki.topn3,0.385,oscar winner selection academy of motion picturarts and sciences american film institute featurlength Academy Awards academy of motion picturarts and sciences american film institute featurlength Academy Awards ,termluster.topn5.3.qld,0.3278,oscar winner selection year academi award ,sensedisambiguation,0.3255,Oscar academy award winner selection survival ,wordnet.topn3,0.3237,oscar winner selection Academy Award succeeder achiever survival pick option ,conceptluster.topn5.3.qld,0.3087,oscar winner selection academy awards ,glove.topn3,0.3013,oscar winner selection nominated winning ,conceptnet.topn3,0.2934,oscar winner selection Academy Award choice ,relevancefeedback.topn10.qld,0.2757,oscar winner selection dga present film dress best he ,tagmee.topn3,0.2601,oscar winner selection Academy Awards Academy Awards ,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Argentina pegging dollar ,0.2584,1,tagmee.topn3,0.3777,argentina pegging dollar Argentina Fixed exchange rate system United States dollar ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Northern Ireland industry ,0.2142,3,docluster.topn10.3.qld,0.2505,northern ireland industry industri ,relevancefeedback.topn10.qld,0.24100000000000002,northern ireland industry pound industri secretari project ,termluster.topn5.3.qld,0.2394,northern ireland industry cent industri ireland cent industri northern year per northern ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,non U S  media bias ,0.0259,7,tagmee.topn3.replace,0.1116,Media bias ,tagmee.topn3,0.0979,non u s  media bias Media bias ,conceptluster.topn5.3.qld,0.0979,non u s  media bias media bias ,wiki.topn3,0.0706,non u s  media bias godwin s law spin  public relations  susan faludi Media bias ,conceptnet.topn3,0.0661,non u s  media bias press ,word2vec.topn3,0.0511,non u s  media bias press biases biased ,wiki.topn3.replace,0.0345,godwin s law spin  public relations  susan faludi Media bias ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,family planning aid ,0.0192,7,wiki.topn3.replace,0.0625,united nations population fund reproductivhealth family planning Family planning development assistanccommittee cash transfers aid agency Aid ,wiki.topn3,0.0539,family planning aid united nations population fund reproductivhealth family planning Family planning development assistanccommittee cash transfers aid agency Aid ,word2vec.topn3,0.0405,family planning aid population control birth control reproductive health assistance assist ,thesaurus.topn3,0.0396,family planning aid  birth prevention contraception  assistance benefit ,docluster.topn10.3.qld,0.0209,family planning aid deukmejian famili popul ,word2vec.topn3.replace,0.0197,population control birth control reproductive health assistance assist ,relevancefeedback.topn10.qld,0.0197,family planning aid famili plan would deukmejian popul percent ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,college education advantage ,0.0062,12,wordnet.topn3.replace,0.0403,college Department of Education Education Department vantage reward ,wordnet.topn3,0.0349,college education advantage instruction training reward vantage ,conceptnet.topn3,0.017,college education advantage degree school further your career seeing art ,wiki.topn3,0.0116,college education advantage university college education Higher education knowledge sharing philosophy of education education Education ,stem.lovins,0.0108,colleg educ advant ,tagmee.topn3,0.0106,college education advantage Higher education Education ,conceptluster.topn5.3.qld,0.0106,college education advantage education higher education ,wiki.topn3.replace,0.0093,university college education Higher education knowledge sharing philosophy of education education Education ,docluster.topn10.3.qld,0.0078,college education advantage educ colleg ,glove.topn3,0.0077,college education advantage graduate school teaching giving ,relevancefeedback.topn10.qld,0.0075,college education advantage colleg educ school california agricultur ,stem.paicehusk,0.0069,colleg educ adv ,,,,,,,,,,,,,,,,,,
691,clear cutting forests ,0.2718,1,termluster.topn5.3.qld,0.3227,clear cutting forests forestri cut clear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,prostate cancer detection treatment ,0.3975,4,relevancefeedback.topn10.qld,0.5525,prostate cancer detection treatment block beam prostat zoladex hospit he ,tagmee.topn3,0.4505,prostate cancer detection treatment Prostate cancer Therapy ,conceptluster.topn5.3.qld,0.4505,prostate cancer detection treatment therapy prostate cancer ,termluster.topn5.3.qld,0.4224,prostate cancer detection treatment year diseas cancer year prostat diseas ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,newspapers electronic media ,0.2627,2,sensedisambiguation,0.3178,newspapers newspaper electronic media metier ,wiki.topn3,0.2778,newspapers electronic media newspaper publishing newspapers periodicals Newspaper interactivmedia communication design mediascape Electronic media ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,compost pile ,0.4345,3,tagmee.topn3.replace,0.4995,Compost Compost ,tagmee.topn3,0.4634,compost pile Compost Compost ,conceptluster.topn5.3.qld,0.4508,compost pile compost ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,white collar crime sentence ,0.2486,1,relevancefeedback.topn10.qld,0.2949,white collar crime sentence fraud plea spurrier minkow said bloom obermai sentenc i milken ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,safety plastic surgery ,0.2553,2,relevancefeedback.topn10.qld,0.3663,safety plastic surgery surgeri implant offic said you board sai ,docluster.topn10.3.qld,0.3535,safety plastic surgery surgeri you implant ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,air traffic controller ,0.0804,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,literacy rates Africa ,0.5394,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,term limits ,0.4582,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,gasoline tax U S ,0.1052,3,termluster.topn5.3.qld,0.3141,gasoline tax u s would tax gallon gasolin gallon would ,tagmee.topn3,0.1701,gasoline tax u s Fuel tax United States dollar ,conceptluster.topn5.3.qld,0.1701,gasoline tax u s  fuel tax united states dollar ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
